applicant_id,age,sex,race,income,credit_score,dti,institution_id,cohort_default_rate,program_level,major,loan_amount,model1_recommendation,model2_recommendation,loan_granted,good_loan
39335,21,F,White,4000,552,0.22,135,0.0452,undergrad,Arts,30000.0,0,0,0,
39336,22,F,Asian,6000,669,0.236,135,0.0452,undergrad,Arts,31000.0,0,0,1,0
39337,25,M,Asian,15000,801,0.132,135,0.0452,graduate,Law,31000.0,1,1,1,1
39338,26,F,White,10000,653,0.191,25,0.0455,undergrad,Business,16000.0,1,1,1,1
39339,29,F,Asian,19000,619,0.141,76,0.0207,undergrad,Arts,14000.0,1,1,1,1
39340,19,M,White,12000,850,0.198,62,0.0725,graduate,Business,57000.0,1,1,1,1
39341,20,F,White,8000,850,0.147,76,0.0207,undergrad,STEM,41000.0,1,1,1,1
39342,25,M,Black,53000,695,0.148,37,0.0627,undergrad,STEM,18000.0,1,1,1,1
39343,24,M,White,22000,850,0.129,37,0.0627,undergrad,Arts,50000.0,1,1,1,1
39344,19,F,White,3500,850,0.159,76,0.0207,undergrad,Arts,22000.0,1,1,1,1
39345,26,F,Asian,23000,764,0.134,135,0.0452,undergrad,STEM,12000.0,1,1,1,1
39346,25,F,Other,30000,536,0.079,23,0.3749,graduate,Arts,41000.0,0,1,1,1
39347,19,F,White,20000,641,0.082,18,0.037,graduate,Arts,104000.0,1,1,1,1
39348,20,F,White,2500,815,0.361,212,0.0192,undergrad,Arts,34000.0,0,0,1,0
39349,24,F,Asian,32000,821,0.368,25,0.0455,undergrad,Business,117000.0,0,0,1,0
39350,21,M,White,5000,850,0.068,25,0.0455,undergrad,Arts,17000.0,1,1,1,1
39351,30,M,White,21000,625,0.085,25,0.0455,undergrad,Arts,39000.0,1,1,1,1
39352,19,F,Black,7000,631,0.199,121,0.026,undergrad,Arts,23000.0,1,0,0,
39353,21,M,White,4500,642,0.055,59,0.3318,undergrad,Arts,34000.0,0,1,1,1
39354,22,M,Black,7000,850,0.107,135,0.0452,undergrad,Arts,26000.0,1,1,1,1
39355,27,M,Black,48000,850,0.17,124,0.3591,graduate,Business,39000.0,0,1,1,1
39356,25,M,White,21000,692,0.133,135,0.0452,undergrad,Arts,19000.0,1,1,1,1
39357,29,F,White,23000,850,0.329,130,0.0738,undergrad,Arts,37000.0,0,0,1,0
39358,24,M,Other,23000,850,0.042,195,0.0089,undergrad,Arts,56000.0,1,1,1,1
39359,27,M,Other,20000,692,0.237,96,0.0599,undergrad,Business,39000.0,1,1,0,
39360,26,M,White,15000,628,0.274,135,0.0452,graduate,STEM,72000.0,1,0,1,1
39361,19,F,Asian,1500,800,0.082,213,0.0772,undergrad,Arts,29000.0,1,1,1,1
39362,29,M,Other,37000,539,0.144,135,0.0452,undergrad,STEM,19000.0,1,1,0,
39363,22,M,White,21000,607,0.141,96,0.0599,graduate,Business,128000.0,1,1,1,1
39364,27,F,Other,14000,575,0.156,229,0.0846,undergrad,Business,20000.0,0,1,0,
39365,34,F,White,28000,646,0.247,221,0.154,undergrad,STEM,23000.0,0,1,0,
39366,22,F,Asian,10000,742,0.07,135,0.0452,graduate,Law,70000.0,1,1,1,1
39367,21,F,White,5500,486,0.085,135,0.0452,undergrad,Arts,22000.0,1,1,1,1
39368,34,M,Black,17000,652,0.121,233,0.0656,graduate,Business,77000.0,1,1,1,1
39369,27,F,White,16000,613,0.184,154,0.0379,undergrad,Arts,21000.0,1,0,1,1
39370,27,M,White,18000,716,0.136,23,0.3749,graduate,Law,33000.0,0,1,1,1
39371,26,F,White,17000,778,0.062,215,0.1175,graduate,Business,39000.0,1,1,1,1
39372,25,M,White,14000,834,0.063,25,0.0455,graduate,Law,54000.0,1,1,1,1
39373,25,M,Black,10000,310,0.3,121,0.026,graduate,STEM,32000.0,0,0,0,
39374,20,F,Asian,2000,848,0.104,205,0.016,undergrad,Business,47000.0,1,1,1,1
39375,29,F,White,33000,850,0.304,135,0.0452,graduate,Business,19000.0,1,1,1,1
39376,19,F,White,18000,845,0.179,53,0.0898,graduate,Law,52000.0,1,1,1,1
39377,24,F,White,14000,722,0.23,62,0.0725,undergrad,Arts,27000.0,0,0,1,1
39378,25,F,White,40000,666,0.281,38,0.0889,graduate,Law,52000.0,0,1,1,1
39379,20,F,White,3500,747,0.253,23,0.3749,undergrad,Business,28000.0,0,0,1,1
39380,27,F,Asian,23000,850,0.22,61,0.0825,undergrad,Business,75000.0,1,1,1,1
39381,25,M,White,36000,767,0.078,125,0.076,graduate,Law,59000.0,1,1,1,1
39382,29,F,Other,22000,487,0.38,135,0.0452,undergrad,Arts,54000.0,0,0,0,
39383,26,M,White,38000,727,0.057,151,0.0589,undergrad,Arts,26000.0,1,1,1,1
39384,19,M,White,22000,610,0.147,76,0.0207,graduate,STEM,37000.0,1,1,1,1
39385,22,M,Other,15000,814,0.081,233,0.0656,graduate,Business,43000.0,1,1,1,1
39386,30,M,Black,50000,542,0.283,62,0.0725,undergrad,Arts,18000.0,0,0,0,
39387,20,M,White,6500,850,0.368,76,0.0207,undergrad,STEM,12000.0,1,0,1,1
39388,19,M,White,16000,733,0.256,97,0.17,graduate,Arts,63000.0,0,0,1,1
39389,23,F,White,11000,634,0.163,188,0.0443,graduate,STEM,13000.0,1,1,1,1
39390,21,F,Asian,3000,818,0.214,135,0.0452,undergrad,Business,24000.0,1,1,1,1
39391,21,M,White,7000,759,0.118,38,0.0889,undergrad,Business,68000.0,1,1,1,1
39392,22,F,White,12000,712,0.21,70,0.0653,graduate,Arts,18000.0,1,1,1,1
39393,24,M,Black,13000,687,0.509,177,0.1282,undergrad,STEM,22000.0,0,0,0,
39394,19,M,White,27000,850,0.172,73,0.0228,graduate,Law,35000.0,1,1,1,1
39395,19,M,White,5500,667,0.471,49,0.0625,undergrad,STEM,32000.0,0,0,0,
39396,19,F,Black,10000,687,0.135,170,0.1463,graduate,Business,23000.0,0,1,1,1
39397,26,M,Black,40000,757,0.046,59,0.3318,graduate,STEM,22000.0,0,1,1,1
39398,22,M,White,4000,755,0.324,195,0.0089,undergrad,Business,95000.0,1,0,1,1
39399,24,F,White,21000,539,0.49,135,0.0452,undergrad,Arts,16000.0,0,0,0,
39400,26,F,White,10000,567,0.147,76,0.0207,graduate,Law,37000.0,1,1,1,1
39401,25,F,White,51000,693,0.145,25,0.0455,undergrad,Arts,54000.0,1,1,1,1
39402,19,F,Other,1500,632,0.212,135,0.0452,undergrad,Arts,14000.0,0,0,0,
39403,21,F,White,13000,787,0.272,61,0.0825,graduate,Law,40000.0,1,1,1,1
39404,22,F,White,1500,673,0.403,62,0.0725,undergrad,Business,28000.0,0,0,0,
39405,24,F,Asian,32000,481,0.287,229,0.0846,undergrad,Arts,63000.0,0,0,0,
39406,19,F,Other,25000,850,0.324,76,0.0207,graduate,STEM,40000.0,1,1,1,1
39407,32,M,White,31000,850,0.137,229,0.0846,graduate,Law,67000.0,1,1,1,1
39408,23,F,Other,8000,737,0.32,96,0.0599,undergrad,Arts,59000.0,0,0,0,
39409,24,F,Other,23000,545,0.187,135,0.0452,graduate,Law,60000.0,1,1,1,1
39410,30,F,Other,37000,528,0.054,177,0.1282,undergrad,Arts,16000.0,0,1,1,1
39411,29,M,Other,17000,850,0.071,96,0.0599,graduate,Law,46000.0,1,1,1,1
39412,19,M,White,4500,839,0.181,62,0.0725,undergrad,Business,40000.0,1,1,1,1
39413,25,M,White,13000,850,0.02,96,0.0599,graduate,Business,46000.0,1,1,1,1
39414,19,F,White,25000,706,0.141,122,0.0715,graduate,Law,36000.0,1,1,1,1
39415,32,M,White,35000,658,0.072,211,0.0262,graduate,Law,87000.0,1,1,1,1
39416,25,F,Black,22000,850,0.225,108,0.1121,undergrad,Arts,49000.0,0,1,1,1
39417,19,F,Black,2000,649,0.287,38,0.0889,undergrad,STEM,14000.0,0,0,0,
39418,26,F,Other,35000,850,0.383,135,0.0452,undergrad,STEM,65000.0,0,0,1,0
39419,30,M,White,12000,704,0.479,135,0.0452,undergrad,Arts,31000.0,0,0,0,
39420,28,M,White,17000,789,0.193,76,0.0207,undergrad,Arts,53000.0,1,1,1,1
39421,20,M,White,5500,850,0.352,244,0.0402,undergrad,Arts,14000.0,0,0,1,0
39422,23,M,White,5000,748,0.191,38,0.0889,undergrad,Arts,74000.0,0,0,1,1
39423,26,M,Asian,74000,524,0.196,206,0.0751,undergrad,STEM,52000.0,1,1,0,
39424,26,F,White,16000,734,0.043,76,0.0207,undergrad,Arts,15000.0,1,1,1,1
39425,25,M,Asian,14000,645,0.108,76,0.0207,graduate,STEM,38000.0,1,1,1,1
39426,22,F,Other,22000,698,0.333,135,0.0452,graduate,Law,96000.0,1,0,1,1
39427,26,F,White,40000,713,0.443,76,0.0207,undergrad,Business,40000.0,0,0,0,
39428,19,M,Asian,3500,665,0.26,59,0.3318,undergrad,STEM,56000.0,0,0,0,
39429,24,M,White,28000,566,0.32,96,0.0599,graduate,Arts,25000.0,0,0,0,
39430,26,F,White,31000,779,0.407,62,0.0725,undergrad,Arts,47000.0,0,0,0,
39431,24,M,Other,23000,850,0.124,154,0.0379,undergrad,Arts,32000.0,1,1,1,1
39432,33,M,White,37000,456,0.137,229,0.0846,undergrad,STEM,52000.0,0,1,0,
39433,23,F,White,47000,652,0.213,76,0.0207,graduate,STEM,39000.0,1,1,1,1
39434,19,F,White,2000,764,0.379,242,0.0548,undergrad,Business,51000.0,0,0,0,
39435,19,M,Asian,3000,721,0.162,135,0.0452,undergrad,Arts,17000.0,1,1,1,1
39436,31,F,Other,23000,773,0.333,135,0.0452,undergrad,Business,16000.0,0,0,1,0
39437,19,M,Black,17000,694,0.083,147,0.1174,graduate,Law,20000.0,1,1,1,1
39438,32,M,White,25000,818,0.446,179,0.0787,undergrad,Arts,33000.0,0,0,0,
39439,23,M,White,33000,579,0.287,104,0.0834,graduate,STEM,24000.0,0,0,0,
39440,26,F,White,17000,850,0.14,98,0.1411,undergrad,STEM,23000.0,0,1,1,1
39441,19,F,White,5000,741,0.128,244,0.0402,undergrad,STEM,21000.0,1,1,1,1
39442,23,M,White,2500,663,0.214,135,0.0452,undergrad,Business,20000.0,1,0,1,1
39443,27,F,White,19000,799,0.214,135,0.0452,undergrad,Arts,58000.0,1,1,1,1
39444,23,M,Asian,22000,706,0.061,212,0.0192,graduate,Arts,31000.0,1,1,1,1
39445,26,F,Black,22000,583,0.47,104,0.0834,undergrad,Arts,43000.0,0,0,0,
39446,23,M,White,21000,399,0.218,154,0.0379,graduate,Arts,42000.0,0,0,0,
39447,19,F,White,7000,716,0.164,15,0.0585,undergrad,Arts,71000.0,1,1,1,1
39448,21,F,Other,7000,496,0.082,76,0.0207,undergrad,STEM,24000.0,1,1,1,1
39449,19,M,Other,24000,589,0.258,135,0.0452,graduate,Arts,19000.0,0,0,0,
39450,29,M,White,34000,850,0.288,38,0.0889,graduate,STEM,18000.0,1,1,1,1
39451,22,M,White,6500,686,0.071,18,0.037,undergrad,Arts,35000.0,1,1,1,1
39452,26,M,Asian,81000,850,0.275,73,0.0228,undergrad,Business,12000.0,1,1,1,1
39453,19,M,Other,10000,610,0.16,20,0.0,graduate,Business,46000.0,1,1,1,1
39454,24,F,White,30000,528,0.21,25,0.0455,graduate,Law,47000.0,1,1,1,1
39455,25,F,Other,24000,585,0.238,23,0.3749,undergrad,Business,33000.0,0,0,0,
39456,28,F,White,13000,732,0.327,142,0.3267,undergrad,Arts,98000.0,0,0,0,
39457,31,M,White,24000,659,0.132,25,0.0455,undergrad,Arts,32000.0,1,1,1,1
39458,32,M,White,43000,850,0.219,14,0.0717,undergrad,Business,10000.0,1,1,1,1
39459,22,F,Asian,5500,755,0.193,14,0.0717,undergrad,Arts,43000.0,0,0,1,1
39460,22,M,White,25000,624,0.209,96,0.0599,graduate,Law,61000.0,1,1,1,1
39461,22,M,White,6500,813,0.136,135,0.0452,undergrad,Arts,53000.0,1,1,1,1
39462,23,F,White,6000,850,0.16,110,0.1298,undergrad,Business,7000.0,0,1,1,1
39463,21,F,Other,7000,536,0.163,73,0.0228,undergrad,Business,29000.0,1,0,1,1
39464,21,F,White,5500,640,0.396,62,0.0725,undergrad,Arts,37000.0,0,0,0,
39465,30,M,White,37000,750,0.485,14,0.0717,undergrad,Arts,26000.0,0,0,0,
39466,26,F,White,24000,638,0.186,135,0.0452,undergrad,Arts,14000.0,1,0,1,1
39467,22,F,White,7500,567,0.242,76,0.0207,undergrad,Arts,15000.0,1,0,1,0
39468,21,M,Black,26000,520,0.254,76,0.0207,graduate,Law,54000.0,1,0,0,
39469,22,M,White,2500,661,0.169,1,0.0634,undergrad,Business,12000.0,1,1,1,1
39470,21,M,White,5500,555,0.23,135,0.0452,undergrad,Business,21000.0,0,0,0,
39471,27,F,White,19000,709,0.099,135,0.0452,undergrad,Business,40000.0,1,1,1,1
39472,26,F,White,30000,666,0.139,96,0.0599,graduate,Law,79000.0,1,1,1,1
39473,29,M,Other,16000,664,0.128,217,0.0653,undergrad,Arts,30000.0,1,1,1,1
39474,23,F,Black,12000,511,0.077,30,0.0321,graduate,Business,13000.0,1,1,1,1
39475,23,F,White,1500,648,0.244,25,0.0455,undergrad,Business,30000.0,1,0,1,1
39476,27,F,White,16000,630,0.052,232,0.083,undergrad,STEM,40000.0,1,1,1,1
39477,20,F,White,4000,623,0.16,248,0.0114,undergrad,Arts,51000.0,1,0,1,1
39478,28,F,White,55000,850,0.169,76,0.0207,graduate,Business,49000.0,1,1,1,1
39479,19,M,White,4000,570,0.218,38,0.0889,undergrad,STEM,64000.0,0,0,0,
39480,27,M,White,28000,686,0.237,96,0.0599,undergrad,Arts,15000.0,0,0,1,0
39481,26,F,White,22000,472,0.241,112,0.1324,undergrad,Arts,11000.0,0,0,0,
39482,22,M,White,3000,626,0.456,76,0.0207,undergrad,Arts,16000.0,0,0,0,
39483,30,F,White,13000,850,0.236,135,0.0452,undergrad,Business,47000.0,1,1,1,1
39484,20,F,White,2000,724,0.096,248,0.0114,undergrad,STEM,12000.0,1,1,1,1
39485,28,F,White,29000,748,0.211,181,0.0695,undergrad,STEM,86000.0,1,1,1,1
39486,24,M,White,66000,781,0.228,77,0.3375,undergrad,Arts,14000.0,0,1,1,1
39487,25,M,White,30000,454,0.168,96,0.0599,undergrad,Business,18000.0,1,0,0,
39488,26,M,White,36000,850,0.139,147,0.1174,undergrad,Arts,57000.0,0,1,1,1
39489,21,M,Other,5500,657,0.113,229,0.0846,undergrad,STEM,16000.0,1,1,1,1
39490,21,M,Other,4500,850,0.208,199,0.1125,undergrad,STEM,13000.0,0,1,1,1
39491,20,F,White,4000,452,0.228,161,0.086,undergrad,STEM,20000.0,0,0,0,
39492,22,F,White,3000,770,0.185,95,0.1338,undergrad,Arts,13000.0,0,1,1,1
39493,20,M,Black,6000,850,0.295,135,0.0452,undergrad,Arts,23000.0,0,0,1,1
39494,22,F,White,10000,558,0.111,212,0.0192,graduate,STEM,59000.0,1,1,1,1
39495,32,M,Asian,18000,850,0.119,135,0.0452,graduate,STEM,39000.0,1,1,1,1
39496,19,F,White,3000,567,0.083,135,0.0452,undergrad,Business,14000.0,1,1,1,1
39497,28,F,Other,42000,537,0.242,142,0.3267,undergrad,Business,13000.0,0,0,0,
39498,21,F,White,7500,850,0.146,98,0.1411,undergrad,STEM,35000.0,0,1,1,1
39499,20,M,White,2000,751,0.164,244,0.0402,undergrad,Arts,40000.0,1,1,1,1
39500,19,F,White,2500,850,0.377,135,0.0452,undergrad,Arts,22000.0,0,0,1,0
39501,19,F,Black,6000,417,0.216,135,0.0452,undergrad,Business,22000.0,0,0,0,
39502,19,F,White,5500,723,0.14,23,0.3749,undergrad,Business,44000.0,0,1,1,1
39503,19,F,White,30000,850,0.188,62,0.0725,graduate,Law,39000.0,1,1,1,1
39504,24,F,White,10000,835,0.035,25,0.0455,undergrad,STEM,23000.0,1,1,1,1
39505,25,M,Black,26000,533,0.036,148,0.0975,undergrad,STEM,33000.0,1,1,1,1
39506,23,F,Black,2000,548,0.178,87,0.1132,undergrad,Arts,53000.0,0,0,0,
39507,27,F,White,24000,492,0.221,62,0.0725,graduate,Business,46000.0,0,0,0,
39508,26,F,Black,19000,419,0.272,135,0.0452,undergrad,STEM,42000.0,0,0,0,
39509,19,F,White,2000,737,0.072,25,0.0455,undergrad,Arts,14000.0,1,1,1,1
39510,20,M,White,5500,850,0.35,38,0.0889,undergrad,STEM,50000.0,0,0,1,1
39511,38,M,Asian,24000,793,0.091,135,0.0452,graduate,Law,22000.0,1,1,1,1
39512,29,M,Black,28000,598,0.26,76,0.0207,graduate,Business,46000.0,1,0,1,1
39513,20,M,White,4000,653,0.253,229,0.0846,undergrad,Arts,78000.0,0,0,0,
39514,26,F,White,24000,481,0.347,110,0.1298,undergrad,STEM,15000.0,0,0,0,
39515,27,F,White,31000,553,0.118,212,0.0192,undergrad,Arts,12000.0,1,1,1,1
39516,21,M,White,15000,488,0.056,38,0.0889,graduate,STEM,43000.0,1,1,1,1
39517,20,F,White,4000,850,0.078,211,0.0262,undergrad,STEM,66000.0,1,1,1,1
39518,30,F,White,21000,775,0.098,76,0.0207,undergrad,Arts,19000.0,1,1,1,1
39519,23,M,Asian,4000,850,0.343,73,0.0228,undergrad,Arts,44000.0,0,0,1,0
39520,20,F,White,7000,718,0.201,135,0.0452,undergrad,Arts,17000.0,1,0,1,1
39521,26,F,Other,29000,589,0.372,120,0.0542,undergrad,STEM,11000.0,0,0,0,
39522,25,M,White,22000,639,0.301,25,0.0455,undergrad,Arts,18000.0,0,0,0,
39523,19,F,White,4000,689,0.225,171,0.0801,undergrad,Arts,35000.0,0,0,1,1
39524,19,M,White,6000,786,0.198,104,0.0834,undergrad,Business,19000.0,1,1,1,1
39525,30,M,Black,32000,850,0.149,122,0.0715,undergrad,STEM,27000.0,1,1,1,1
39526,22,M,White,17000,518,0.475,229,0.0846,graduate,STEM,25000.0,0,0,0,
39527,28,F,White,26000,715,0.17,76,0.0207,graduate,Arts,50000.0,1,1,1,1
39528,24,F,White,10000,660,0.159,95,0.1338,undergrad,STEM,14000.0,0,1,1,1
39529,22,M,White,2000,483,0.287,135,0.0452,undergrad,Arts,26000.0,0,0,0,
39530,32,M,Other,16000,464,0.327,229,0.0846,graduate,STEM,31000.0,0,0,0,
39531,28,M,Other,17000,592,0.495,62,0.0725,undergrad,Business,11000.0,0,0,0,
39532,25,M,White,12000,767,0.508,96,0.0599,graduate,Law,100000.0,0,0,0,
39533,21,M,Asian,45000,850,0.254,73,0.0228,graduate,Business,25000.0,1,1,1,1
39534,28,F,Black,36000,611,0.191,135,0.0452,undergrad,STEM,18000.0,1,1,0,
39535,24,F,Asian,12000,773,0.366,11,0.1175,graduate,Arts,200000.0,0,0,1,0
39536,30,F,White,37000,669,0.19,76,0.0207,undergrad,Arts,19000.0,1,1,1,1
39537,28,F,Other,61000,782,0.289,230,0.0476,undergrad,Arts,176000.0,1,0,1,0
39538,26,F,White,36000,494,0.137,96,0.0599,undergrad,Arts,12000.0,1,0,0,
39539,19,M,White,5500,670,0.057,135,0.0452,undergrad,Business,19000.0,1,1,1,1
39540,29,M,White,32000,750,0.101,34,0.0406,undergrad,Business,28000.0,1,1,1,1
39541,19,F,White,26000,850,0.114,152,0.0387,graduate,Arts,11000.0,1,1,1,1
39542,22,M,White,40000,657,0.425,124,0.3591,graduate,Business,27000.0,0,0,0,
39543,19,F,Black,6500,762,0.525,25,0.0455,undergrad,Business,14000.0,0,0,0,
39544,21,M,White,2000,648,0.066,62,0.0725,undergrad,Arts,31000.0,1,1,1,1
39545,19,M,White,6500,545,0.062,76,0.0207,undergrad,Business,38000.0,1,1,1,1
39546,19,M,White,10000,594,0.088,62,0.0725,graduate,Law,39000.0,1,1,1,1
39547,29,F,White,24000,526,0.296,96,0.0599,graduate,Law,42000.0,0,0,0,
39548,22,F,Other,8000,767,0.075,38,0.0889,undergrad,Arts,28000.0,1,1,1,1
39549,24,F,Black,21000,557,0.192,66,0.0349,undergrad,Arts,35000.0,1,0,0,
39550,19,F,White,3500,390,0.158,73,0.0228,undergrad,STEM,27000.0,1,0,0,
39551,20,F,White,22000,415,0.045,135,0.0452,graduate,Law,44000.0,1,1,1,1
39552,22,F,White,51000,850,0.067,14,0.0717,graduate,Law,84000.0,1,1,1,1
39553,25,M,Black,31000,757,0.228,76,0.0207,undergrad,STEM,13000.0,1,1,1,1
39554,23,M,White,16000,432,0.133,14,0.0717,graduate,Law,31000.0,1,1,0,
39555,25,F,Black,13000,429,0.291,23,0.3749,undergrad,Arts,21000.0,0,0,0,
39556,23,M,Other,7000,595,0.262,161,0.086,undergrad,Arts,11000.0,0,0,0,
39557,22,F,White,1500,816,0.073,135,0.0452,undergrad,STEM,39000.0,1,1,1,1
39558,26,M,Black,16000,727,0.038,135,0.0452,graduate,Law,65000.0,1,1,1,1
39559,24,F,Other,18000,661,0.258,135,0.0452,undergrad,Business,55000.0,0,0,0,
39560,22,F,Black,4500,850,0.119,135,0.0452,undergrad,STEM,36000.0,1,1,1,1
39561,20,M,White,38000,513,0.232,62,0.0725,graduate,Law,37000.0,1,1,0,
39562,28,M,Other,16000,791,0.317,212,0.0192,graduate,Law,63000.0,1,1,1,1
39563,33,F,White,30000,748,0.178,195,0.0089,undergrad,STEM,18000.0,1,1,1,1
39564,22,F,White,3000,836,0.107,135,0.0452,undergrad,Arts,49000.0,1,1,1,1
39565,26,M,Other,25000,668,0.148,135,0.0452,undergrad,Arts,48000.0,1,1,1,1
39566,32,F,Other,21000,558,0.183,76,0.0207,undergrad,Arts,25000.0,1,0,1,1
39567,23,F,White,7500,694,0.402,76,0.0207,undergrad,Arts,17000.0,0,0,0,
39568,19,M,White,4500,716,0.249,14,0.0717,undergrad,Arts,23000.0,0,0,1,0
39569,28,F,White,33000,754,0.1,62,0.0725,graduate,Law,69000.0,1,1,1,1
39570,19,M,White,18000,708,0.333,135,0.0452,graduate,Law,56000.0,1,0,1,1
39571,19,M,White,3500,850,0.38,154,0.0379,undergrad,Arts,48000.0,0,0,1,0
39572,19,M,White,13000,804,0.144,165,0.0719,graduate,Law,34000.0,1,1,1,1
39573,23,M,White,2500,621,0.046,96,0.0599,undergrad,Arts,40000.0,1,1,1,1
39574,27,M,Asian,30000,588,0.234,202,0.0324,undergrad,Arts,48000.0,0,0,1,0
39575,25,M,White,26000,779,0.263,62,0.0725,undergrad,Arts,48000.0,0,0,1,1
39576,24,M,White,17000,850,0.152,248,0.0114,undergrad,Business,23000.0,1,1,1,1
39577,19,M,White,2500,753,0.128,215,0.1175,undergrad,Arts,24000.0,0,1,1,1
39578,21,F,Black,7500,831,0.304,212,0.0192,undergrad,Arts,36000.0,1,0,1,1
39579,27,F,White,15000,730,0.108,125,0.076,graduate,Business,38000.0,1,1,1,1
39580,26,F,White,17000,644,0.238,73,0.0228,undergrad,STEM,12000.0,1,1,1,1
39581,29,F,White,30000,586,0.212,25,0.0455,graduate,Law,24000.0,1,1,1,1
39582,19,M,White,7000,753,0.211,154,0.0379,undergrad,Business,33000.0,1,1,1,1
39583,26,M,White,13000,621,0.212,135,0.0452,undergrad,Arts,25000.0,0,0,1,0
39584,19,F,White,7500,850,0.432,96,0.0599,undergrad,STEM,11000.0,0,0,0,
39585,20,F,White,40000,643,0.186,211,0.0262,graduate,Law,109000.0,1,1,1,1
39586,21,F,White,11000,619,0.154,135,0.0452,graduate,Business,21000.0,1,1,1,1
39587,20,M,White,29000,705,0.081,96,0.0599,graduate,Arts,22000.0,1,1,1,1
39588,20,F,Other,7000,610,0.133,135,0.0452,undergrad,Business,12000.0,1,1,1,1
39589,25,F,White,27000,816,0.171,135,0.0452,undergrad,STEM,43000.0,1,1,1,1
39590,26,M,White,22000,850,0.16,25,0.0455,undergrad,Arts,41000.0,1,1,1,1
39591,32,M,White,21000,727,0.084,221,0.154,undergrad,Arts,16000.0,0,1,1,1
39592,19,F,White,21000,602,0.309,110,0.1298,graduate,Business,38000.0,0,0,0,
39593,24,M,Black,16000,487,0.323,223,0.0531,undergrad,Business,28000.0,0,0,0,
39594,24,F,White,20000,427,0.262,44,0.0905,undergrad,Arts,50000.0,0,0,0,
39595,19,F,White,2500,708,0.037,135,0.0452,undergrad,Arts,27000.0,1,1,1,1
39596,34,M,White,16000,850,0.043,76,0.0207,undergrad,STEM,25000.0,1,1,1,1
39597,29,M,White,20000,565,0.206,147,0.1174,undergrad,Arts,44000.0,0,0,0,
39598,27,M,White,16000,728,0.121,25,0.0455,undergrad,STEM,8000.0,1,1,1,1
39599,19,F,White,26000,796,0.275,154,0.0379,graduate,Business,34000.0,1,1,1,1
39600,28,F,Black,28000,640,0.117,232,0.083,graduate,Business,70000.0,1,1,1,1
39601,26,M,White,69000,850,0.34,130,0.0738,undergrad,Arts,47000.0,0,0,1,0
39602,26,F,Other,27000,755,0.408,135,0.0452,undergrad,Arts,14000.0,0,0,0,
39603,22,M,Other,21000,743,0.303,229,0.0846,graduate,Law,81000.0,0,1,1,1
39604,20,M,Other,6000,660,0.088,229,0.0846,undergrad,STEM,8000.0,1,1,1,1
39605,30,M,White,41000,800,0.046,62,0.0725,undergrad,Arts,26000.0,1,1,1,1
39606,35,F,Black,18000,382,0.217,135,0.0452,undergrad,Arts,13000.0,0,0,0,
39607,21,F,Other,3500,794,0.266,14,0.0717,undergrad,Arts,23000.0,0,0,1,1
39608,33,M,Asian,14000,834,0.184,197,0.0542,undergrad,Arts,32000.0,1,1,1,1
39609,36,M,Other,10000,850,0.11,135,0.0452,undergrad,Business,47000.0,1,1,1,1
39610,30,F,Other,64000,755,0.129,211,0.0262,graduate,Law,42000.0,1,1,1,1
39611,24,M,White,23000,619,0.271,76,0.0207,graduate,Business,108000.0,1,0,1,1
39612,23,F,White,7500,515,0.277,131,0.1344,undergrad,Arts,12000.0,0,0,0,
39613,26,M,White,21000,443,0.17,73,0.0228,graduate,Law,29000.0,1,1,1,1
39614,26,M,White,15000,781,0.179,233,0.0656,undergrad,STEM,41000.0,1,1,1,1
39615,28,F,Black,18000,421,0.298,72,0.098,undergrad,Business,94000.0,0,0,0,
39616,19,F,Other,5000,719,0.197,195,0.0089,undergrad,STEM,48000.0,1,1,1,1
39617,29,M,Black,28000,765,0.309,38,0.0889,undergrad,STEM,27000.0,0,0,0,
39618,19,M,White,7500,677,0.151,249,0.0569,undergrad,Arts,63000.0,1,1,1,1
39619,30,F,White,19000,754,0.326,30,0.0321,graduate,Law,44000.0,1,1,1,1
39620,19,F,Other,5000,850,0.187,73,0.0228,undergrad,Arts,30000.0,1,1,1,1
39621,19,F,White,3500,458,0.304,229,0.0846,undergrad,Arts,60000.0,0,0,0,
39622,27,F,White,54000,762,0.103,96,0.0599,undergrad,STEM,28000.0,1,1,1,1
39623,32,M,White,28000,651,0.398,62,0.0725,undergrad,Business,44000.0,0,0,0,
39624,20,F,White,7500,660,0.164,25,0.0455,undergrad,STEM,31000.0,1,1,1,1
39625,20,M,White,15000,661,0.145,38,0.0889,graduate,Business,39000.0,1,1,1,1
39626,27,F,White,22000,769,0.11,73,0.0228,undergrad,STEM,10000.0,1,1,1,1
39627,24,M,Other,36000,646,0.138,98,0.1411,graduate,Arts,18000.0,0,1,1,1
39628,28,F,Asian,12000,850,0.072,76,0.0207,undergrad,Arts,34000.0,1,1,1,1
39629,19,F,White,3000,798,0.081,61,0.0825,undergrad,Arts,6000.0,1,1,1,1
39630,24,F,White,19000,850,0.352,135,0.0452,undergrad,Arts,24000.0,0,0,1,0
39631,20,M,White,22000,850,0.212,96,0.0599,graduate,STEM,63000.0,1,1,1,1
39632,22,F,Asian,4500,515,0.169,76,0.0207,undergrad,STEM,44000.0,1,0,1,1
39633,27,F,White,14000,753,0.166,25,0.0455,undergrad,STEM,29000.0,1,1,1,1
